pmid	pmcid	arg0_id	relation	arg1_id	trigger	sent_text	section
chapter_1	978-1-4987-6285-4	ecd04bee9dceaef7fa4938f22aa7554f	CORRELATED_NOT_SPECIFIED	93693ceb75f76e4812c310c1bdba7ccc	attached	The glycans attached to a glycoprotein are structurally heterogeneous.	CHAPTER 1
chapter_1	978-1-4987-6285-4	a5e0d84ea0572fbc2fcb951b74e75094	CORRELATED_NOT_SPECIFIED	46d774ee1dfba907a2391c8131f82bab	mediating	For example, the presence of mannose 6-phosphate on the glycan of a number of lysosomal enzymes is critical in mediating the protein binding to the mannose 6-phosphate receptor on cell plasma membrane for uptake, a step necessary for targeting the enzymes to lysosomes.	CHAPTER 1
chapter_1	978-1-4987-6285-4	e0e2a67393582b28c29c16fdf0b34b25	CORRELATED_NOT_SPECIFIED	92cfcc4a044c13f8b4fb9ccd7ab2cd15	affect	The status of molecular folding, glycan composition, and even the composition of minute impurities may affect activity and immunogenicity.	CHAPTER 1
chapter_1	978-1-4987-6285-4	001e4f2998bbe233e8ac4ff9d2df63c6	CORRELATED_NOT_SPECIFIED	583572ca99d0191833b545cd05e0f373	affects	In some cases, the glycan structure does not directly influence the protein's biological activities but affects its pharmacokinetic behavior.	CHAPTER 1
chapter_1	978-1-4987-6285-4	fe68a05eafa5bcbbb17e043ebc37d00d	CORRELATED_NOT_SPECIFIED	fa766ae504710314d07589a13690813e	assessed	Such quality changes can only be assessed over time.	CHAPTER 1
chapter_1	978-1-4987-6285-4	001e4f2998bbe233e8ac4ff9d2df63c6	CORRELATED_NOT_SPECIFIED	823472fee2d65941a0ad9c1598fe7614	influence	In some cases, the glycan structure does not directly influence the protein's biological activities but affects its pharmacokinetic behavior.	CHAPTER 1
chapter_1	978-1-4987-6285-4	f4190deb966d342568faba04db63131c	CORRELATED_NOT_SPECIFIED	7a668a4de089641a318485f3f959c66b	have	Many production cell lines have multiple copies of the product gene.	CHAPTER 1
chapter_1	978-1-4987-6285-4	7f2d096a5b98c355c149ca391e8539cc	CORRELATED_NOT_SPECIFIED	e2a8be676154c310cfe870b837ea072f	determined	Ultimately, the quality of a virus intended for use as a vaccine is determined by its ability to elicit an immunogenic response.	CHAPTER 1
chapter_1	978-1-4987-6285-4	8455c0032864b5f6e686e29f0baea8ed	CORRELATED_NOT_SPECIFIED	c2f7056dcdbc2ec0d383027717af2248	contributed	The lack of an effective and robust in-line device that can concentrate cells and return them to the bioreactor has contributed to the slow adoption of the perfusion process.	CHAPTER 1
chapter_1	978-1-4987-6285-4	001e4f2998bbe233e8ac4ff9d2df63c6	CORRELATED_NOT_SPECIFIED	818cfadd3912ffe991f81a1957b7002c	influence	Even in the case that the glycan structure does not directly influence the biological activities of the protein, the extent of the heterogeneity of the glycan must be specified, and different lots of product produced in different times or at different manufacturing sites must all meet the same specifications.	CHAPTER 1
chapter_1	978-1-4987-6285-4	8635bad8d21bb162ad19923bca4a3a30	CORRELATED_NOT_SPECIFIED	062c8c974dffca282d11f185b766fe4d	role	The glycan structure of some proteins plays a critical role in the protein's therapeutic efficacy (Panel 1.10).	CHAPTER 1
chapter_1	978-1-4987-6285-4	e280eac065a7a8f2c777ad87b10863ed	CORRELATED_NOT_SPECIFIED	30f4ffb543c42d755c675f2e8230fec3	result	This heterogeneity is the result of its biosynthesis reactions in the Golgi apparatus.	CHAPTER 1
chapter_1	978-1-4987-6285-4	2e7882ae22a4796d2ed413c20539d36c	CORRELATED_NOT_SPECIFIED	76487d0604c672e65b1313ac64115817	led	enzymes from Pichia pastoris and then introduced human glycosylation enzymes led to the synthesis of proteins with humanized glycans.	CHAPTER 1
chapter_1	978-1-4987-6285-4	e2935c57a7a3c566da1f28763b267c12	CORRELATED_NOT_SPECIFIED	2a09cb23f9f485dafc08244c2b10bc02	lead	Extracellular proteolytic cleavage has been shown to lead to degradation of factor VIII and cause alterations to the ratio of single chain/double chain molecules of tPA and protein C.	CHAPTER 1
chapter_1	978-1-4987-6285-4	1f8a6b1a1b66c422970b4f926aee190f	CORRELATED_NOT_SPECIFIED	f262b01ee54b6178d60fd9299ebee275	have	For example, the N-glycans synthesized in insect cells have high mannose content and fucose with different glycosidic bonds than those seen in mammals.	CHAPTER 1
chapter_1	978-1-4987-6285-4	66419e29f2179c623926a09957805de5	CORRELATED_NOT_SPECIFIED	c0b13679f429165890cc4035297f365f	important	Thus, confining glycan distribution to an acceptable range is important for the quality control of the product.	CHAPTER 1
chapter_1	978-1-4987-6285-4	001e4f2998bbe233e8ac4ff9d2df63c6	CORRELATED_NOT_SPECIFIED	0117a9705326860f8938aba721d72346	affects	In the case that the glycan structure affects the protein's biological activity, the content of the glycan with the desired or undesired structure must be kept within a bound.	CHAPTER 1
chapter_1	978-1-4987-6285-4	0c834bbdee309b4543d71e16ee0ab0e4	CORRELATED_NOT_SPECIFIED	d6bee52789c30e64e185d1f92b7b41f5	larger	This also means that the number of impurities carried in culture fluid that must be removed from the final product is much larger in a gene therapy product than a vaccine.	CHAPTER 1
chapter_1	978-1-4987-6285-4	36e222d6dcdb3aa37c1e73a56c351f33	CORRELATED_NOT_SPECIFIED	c50b306ba1f0dc21cc0908b75e0f1e86	have	For example, the N-glycans synthesized in insect cells have high mannose content and fucose with different glycosidic bonds than those seen in mammals.	CHAPTER 1
chapter_1	978-1-4987-6285-4	3169b8f1e91f0b65d69262d2aeaa7ad8	CORRELATED_NOT_SPECIFIED	c50b306ba1f0dc21cc0908b75e0f1e86	have	For example, the N-glycans synthesized in insect cells have high mannose content and fucose with different glycosidic bonds than those seen in mammals.	CHAPTER 1
chapter_10	978-1-4987-6285-4	e4a97ac936d9ca40730a1f240c5e1bcf	CORRELATED_NOT_SPECIFIED	a0d486ef36083d87bf981838808a410c	dependent	In some cases, non-linearity may arise from a more complex relationship between substrate concentration and growth rate, or if the conversion yield (i.e., metabolism) is dependent on the substrate level.	CHAPTER 10
chapter_10	978-1-4987-6285-4	80e08ca1a27dbaf02d910015669d90bd	CORRELATED_NOT_SPECIFIED	e651679393ba6de5b3f550c44dfa4c07	used	Most microfiltration devices used for perfusion culture are of the tangential flow type; as the fluid passes through the fiber, a small portion permeates through the fiber and the cell-free permeate is collected in the extracapillary space and discharged.	CHAPTER 10
chapter_10	978-1-4987-6285-4	3b850e775d432c1095d2b471591f6389	CORRELATED_NOT_SPECIFIED	a1a819b667ef5cc9cd7a3b6e73fdc363	multiplied	The consumption rate of the substrate is the cell concentration multiplied by the specific substrate consumption rate (q s , Eq.	CHAPTER 10
chapter_10	978-1-4987-6285-4	ff1da076951ec2597dbb2f77f2f663ca	CORRELATED_NOT_SPECIFIED	1709097587d4278e61e74b8658e8867c	determined	The concentration of the inhibitor (I) is determined by the cell concentration and the dilution rate (Eq.	CHAPTER 10
chapter_10	978-1-4987-6285-4	ab76e55fed6a74c6e87676850136f593	CORRELATED_NOT_SPECIFIED	bc4d2b9cbbd2eda8cc67a3b5f033ede6	affects	In cell culture processes, inhibitor accumulation affects cell growth.	CHAPTER 10
chapter_10	978-1-4987-6285-4	bbc80f4f587287e4b033af427b243e25	CORRELATED_NOT_SPECIFIED	7de0d66961dd1c98c9effc8a8c83d80f	leading	10-9 considers the case that the production of inhibitors is related to the consumption of substrate (α I/s ), as evidenced in glucose consumption leading to lactate production.	CHAPTER 10
chapter_11	978-1-4987-6285-4	4755875637d48e528d32b11b82ba37f2	CORRELATED_NOT_SPECIFIED	7e51d458e1495137b0d987ed16ef3828	multiplied	The oxygen uptake rate (OUR) is the specific oxygen consumption rate multiplied by cell concentration (Eq.	CHAPTER 11
chapter_11	978-1-4987-6285-4	4755875637d48e528d32b11b82ba37f2	CORRELATED_NOT_SPECIFIED	38a22f318151d8fd6ba036e1ee7adee3	multiplied	The oxygen uptake rate (OUR) is the specific oxygen consumption rate multiplied by cell concentration (Eq.	CHAPTER 11
chapter_11	978-1-4987-6285-4	c907d4e1d56672d50a5cf3356cc0d583	CORRELATED_NOT_SPECIFIED	76798a069824b7477c859781644407f1	generated	The removal of carbon dioxide generated by cell metabolism requires the presence of a gas phase just like the supply of oxygen, except that the transfer through the gas-liquid interface is in the opposite direction (Panel 11.12).	CHAPTER 11
chapter_11	978-1-4987-6285-4	826c180e2ff9eb0725dbd678b4568b8d	CORRELATED_NOT_SPECIFIED	b6791fcc3b3a7c007406790d3c2c8779	provide	However, the gas phase in a cell culture bioreactor also contains carbon dioxide that is intentionally added to provide the pH buffer (see Chapter 7), thus reducing the oxygen level from the 21% in ambient air.	CHAPTER 11
chapter_11	978-1-4987-6285-4	9b6a7d0b9bb10ff727060484b1b8d954	CORRELATED_NOT_SPECIFIED	993b998ec625aaf2c5b81a2e33eadcc5	required	Carbon dioxide is also required for growth because of its participation as a substrate in a number of biosynthetic reactions, notably fatty acid synthesis.	CHAPTER 11
chapter_11	978-1-4987-6285-4	d9f97d6199d0a8a05f87d9c70cf62a2d	CORRELATED_NOT_SPECIFIED	81b19661c972acf9993543926e0f4da0	restrict	It was realized very early on, when various reactors were being explored for cell culture bioprocessing, that oxygen transfer limitations would restrict the widespread application of hollow fiber bioreactors.	CHAPTER 11
chapter_11	978-1-4987-6285-4	8add677c7a463735ab0c9f05a7203318	CORRELATED_NOT_SPECIFIED	51b7ed82cea0bca1f20b28083f709cb7	allow	A commonly used method is referred to as dynamic OUR measurement because it relies on changing gas composition or allowing aeration to be temporarily turned off to allow the dissolved oxygen level to change.	CHAPTER 11
chapter_11	978-1-4987-6285-4	00473e726f082e609a28aa3301be942b	CORRELATED_NOT_SPECIFIED	b832c07cef9f071b4f0cfe191c1760d1	sufficient	For most mammalian cells, an oxygen level of ~30% saturation with ambient air, or ~0.06 mmol/L, is sufficient for optimal growth (Panel 11.9).	CHAPTER 11
chapter_11	978-1-4987-6285-4	8add677c7a463735ab0c9f05a7203318	CORRELATED_NOT_SPECIFIED	f3983817ecb5cd6ebf79dae16b8ee57a	role	A key role of aeration in cell culture is thus the removal of carbon dioxide, in addition to the supplying of oxygen.	CHAPTER 11
chapter_11	978-1-4987-6285-4	f5205163357ad41937387c49cac37ed3	CORRELATED_NOT_SPECIFIED	748f156718b3fb978248734581e01b0f	allow	A medium stream flows through the medium chamber (the intraluminal space of the fiber) to allow nutrients and oxygen to diffuse across the membrane and reach cells in the extracapillary space (i.e., the shell side).	CHAPTER 11
chapter_11	978-1-4987-6285-4	f5205163357ad41937387c49cac37ed3	CORRELATED_NOT_SPECIFIED	126dc822582bb44a226bcbb54e554ec9	allow	A medium stream flows through the medium chamber (the intraluminal space of the fiber) to allow nutrients and oxygen to diffuse across the membrane and reach cells in the extracapillary space (i.e., the shell side).	CHAPTER 11
chapter_12	978-1-4987-6285-4	1f9490d5c4b7c7ff40b0704554758724	CORRELATED_NOT_SPECIFIED	5a1a515141c15c4ac6f6b550592bcc32	affect	The CO 2 produced needs to be stripped off from the culture medium to prevent it from accumulating to high levels that can affect growth or productivity.	CHAPTER 12
chapter_12	978-1-4987-6285-4	8fb83147d86eff7a3477efd0df5fc0e2	CORRELATED_NOT_SPECIFIED	9bbdc8c822e066125c65a451a5d0ef4e	affect	The CO 2 produced needs to be stripped off from the culture medium to prevent it from accumulating to high levels that can affect growth or productivity.	CHAPTER 12
chapter_12	978-1-4987-6285-4	5a299cd2070cf2493604e2bcf9ce0b39	CORRELATED_NOT_SPECIFIED	3711df1644a01f5a9997bb9d7be1f0e3	affect	The physical factors that may affect cell growth, productivity, metabolism, and overall process performance include: the mechanical stress of agitation, the mechanical stress of aeration, the heat transfer feature (temperature gradient, speed of temperature change), and the mixing time.	CHAPTER 12
chapter_12	978-1-4987-6285-4	8bae5b4a0840fd4f4caaf30ab9b7d91b	CORRELATED_NOT_SPECIFIED	3711df1644a01f5a9997bb9d7be1f0e3	affect	The physical factors that may affect cell growth, productivity, metabolism, and overall process performance include: the mechanical stress of agitation, the mechanical stress of aeration, the heat transfer feature (temperature gradient, speed of temperature change), and the mixing time.	CHAPTER 12
chapter_12	978-1-4987-6285-4	8bae5b4a0840fd4f4caaf30ab9b7d91b	CORRELATED_NOT_SPECIFIED	5a1a515141c15c4ac6f6b550592bcc32	affect	The physical factors that may affect cell growth, productivity, metabolism, and overall process performance include: the mechanical stress of agitation, the mechanical stress of aeration, the heat transfer feature (temperature gradient, speed of temperature change), and the mixing time.	CHAPTER 12
chapter_12	978-1-4987-6285-4	e5366974c386f603bd3799308bfeca80	CORRELATED_NOT_SPECIFIED	5a1a515141c15c4ac6f6b550592bcc32	affect	The physical factors that may affect cell growth, productivity, metabolism, and overall process performance include: the mechanical stress of agitation, the mechanical stress of aeration, the heat transfer feature (temperature gradient, speed of temperature change), and the mixing time.	CHAPTER 12
chapter_12	978-1-4987-6285-4	5a299cd2070cf2493604e2bcf9ce0b39	CORRELATED_NOT_SPECIFIED	77902aad84312ba02cc9d0660beb3f08	affect	The physical factors that may affect cell growth, productivity, metabolism, and overall process performance include: the mechanical stress of agitation, the mechanical stress of aeration, the heat transfer feature (temperature gradient, speed of temperature change), and the mixing time.	CHAPTER 12
chapter_12	978-1-4987-6285-4	e5366974c386f603bd3799308bfeca80	CORRELATED_NOT_SPECIFIED	77902aad84312ba02cc9d0660beb3f08	affect	The physical factors that may affect cell growth, productivity, metabolism, and overall process performance include: the mechanical stress of agitation, the mechanical stress of aeration, the heat transfer feature (temperature gradient, speed of temperature change), and the mixing time.	CHAPTER 12
chapter_12	978-1-4987-6285-4	6ce519bac50da58d652050eb10182e88	CORRELATED_NOT_SPECIFIED	e434426653f9e4bbb2bbcca19ecd8c7e	affect	One must identify the relevant parameters that affect their cell's growth, physiology, and productivity, and focus on keeping those parameters in the acceptable range.	CHAPTER 12
chapter_12	978-1-4987-6285-4	5ba48218c4dd2f11399eea7c00a45f94	CORRELATED_NOT_SPECIFIED	5a1a515141c15c4ac6f6b550592bcc32	affect	One must identify the relevant parameters that affect their cell's growth, physiology, and productivity, and focus on keeping those parameters in the acceptable range.	CHAPTER 12
chapter_12	978-1-4987-6285-4	2f86895b3dffc5e86d9825fd1416387b	CORRELATED_NOT_SPECIFIED	1b7cc47d284ab4e84a217c7e97231bc8	multiplied	Assuming ideal gas behavior (PV = nRT ), the molar flow rate of the oxygen at the inlet and the outlet is the total air flow rate (PQ/RT) multiplied by the molar fractions of oxygen at the inlet and the outlet ( y O2, in and y O2, out ), respectively.	CHAPTER 12
chapter_12	978-1-4987-6285-4	e70d94e7a4966eea8666613ba9807984	CORRELATED_NOT_SPECIFIED	f0b172786c87f6b36c0839ca658678a2	has	In comparison, a cell culture medium initially has about 20-40 mM of sodium bicarbonate.	CHAPTER 12
chapter_12	978-1-4987-6285-4	103c322496ab4e254a3814e89054004f	CORRELATED_NOT_SPECIFIED	f0b172786c87f6b36c0839ca658678a2	has	In comparison, a cell culture medium initially has about 20-40 mM of sodium bicarbonate.	CHAPTER 12
chapter_12	978-1-4987-6285-4	8e29733c658e5ec250d1307b093c9af9	CORRELATED_NOT_SPECIFIED	4287c16fd8d95f6308a9dedbfd1e08bf	multiplied	OUR is the specific oxygen consumption rate multiplied by the cell concentration.	CHAPTER 12
chapter_12	978-1-4987-6285-4	393f4f06e88fbe82a52299c1b08d2253	CORRELATED_NOT_SPECIFIED	a5373b891ce48c07b2a963767fc9a66d	dependent	The nutrient depletion time is dependent on cell concentration and the consumption rate.	CHAPTER 12
chapter_12	978-1-4987-6285-4	393f4f06e88fbe82a52299c1b08d2253	CORRELATED_NOT_SPECIFIED	3dc7bb77dabd9caa267637ec6cf0d165	dependent	The nutrient depletion time is dependent on cell concentration and the consumption rate.	CHAPTER 12
chapter_12	978-1-4987-6285-4	ef5a15a970e168ec60304421c1bd3295	CORRELATED_NOT_SPECIFIED	a0e8f51da593c42f4d6ca424b696277f	Effects	Effects of Scale on Physical Behavior in Bioreactors.	CHAPTER 12
